"address","businessProfileId","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","countryCode","fid","hotelStars","imageUrl","isAdvertisement","isLocalGuide","kgmid","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Negative","reviewContext/Positive","reviewContext/Price assessment","reviewContext/Services","reviewId","reviewImageUrls/0","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"1705 Ohio Ave, Joplin, MO 64804","3818474682365387824","Handyman/Handywoman/Handyperson","Bathroom remodeler","Construction company","Deck builder","Dry wall contractor","Fence contractor","Flooring contractor","Kitchen remodeler","Painter","Plumber","Handyman/Handywoman/Handyperson","7007871675505147316","Joplin","US","0x87c87b817ea6aaab:0x6140f628da017db4",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnbAvVtx6M_o7f6ghNc9UEvBATC6196-qcpGP3DevpEhzC-_yhIzVvzg4qO0xLo4LcSXLKgDjVgafr3jzHKVRN3b6sGJHtS7Ky9_51D2O5QIwh9_BjJpZORBrESqWVoCuPl3ZqpE2G7BeCo=w426-h240-k-no","false","false","/g/11f4_5j3ch","en","0","37.072572","-94.505007","David Sturgeon",,"en","false","ChIJq6qmfoF7yIcRtH0B2ij2QGE","64804",,"a year ago","2025-03-22T14:21:58.129Z",,"2025-03-22T15:05:50.000Z","Absolutely anytime.  We appreciate the opportunity to earn your business. 
Have a very blessed day!",,,,,"ChdDSUhNMG9nS0VJQ0FnTUR3d042RnRRRRAB",,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUR3d042RnRRRRAB!2m1!1s0x0:0x6140f628da017db4!3m1!1s2@1:CIHM0ogKEICAgMDwwN6FtQE%7C%7C?hl=en","108392304923651794653","3","https://lh3.googleusercontent.com/a/ACg8ocKcJtjlBdhV8WN5jtR_53kcwMPzgdOyOQ38P55BoOpTT6JCbw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108392304923651794653?hl=en","116","2026-09-02T04:33:41.618Z","Direct Detail URL: https://www.google.com/maps/place/Shere's+construction+%26+handyman/@37.072572,-94.505007,17z/data=!3m1!4b1!4m6!3m5!1s0x87c87b817ea6aaab:0x6140f628da017db4!8m2!3d37.072572!4d-94.505007!16s%2Fg%2F11f4_5j3ch?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","5","Missouri","1705 Ohio Ave","false","They did a fantastic job fixing a job in my closet. Made it to where my wives clothes could actually hang without the closet falling apart. Highly reccomend.",,"Shere's construction & handyman","4.5",,"https://www.google.com/maps/search/?api=1&query=Shere's%20construction%20%26%20handyman&query_place_id=ChIJq6qmfoF7yIcRtH0B2ij2QGE",
"1705 Ohio Ave, Joplin, MO 64804","3818474682365387824","Handyman/Handywoman/Handyperson","Bathroom remodeler","Construction company","Deck builder","Dry wall contractor","Fence contractor","Flooring contractor","Kitchen remodeler","Painter","Plumber","Handyman/Handywoman/Handyperson","7007871675505147316","Joplin","US","0x87c87b817ea6aaab:0x6140f628da017db4",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnbAvVtx6M_o7f6ghNc9UEvBATC6196-qcpGP3DevpEhzC-_yhIzVvzg4qO0xLo4LcSXLKgDjVgafr3jzHKVRN3b6sGJHtS7Ky9_51D2O5QIwh9_BjJpZORBrESqWVoCuPl3ZqpE2G7BeCo=w426-h240-k-no","false","false","/g/11f4_5j3ch","en","0","37.072572","-94.505007","Edmund Cochran",,"en","false","ChIJq6qmfoF7yIcRtH0B2ij2QGE","64804",,"a year ago","2025-03-18T18:20:19.265Z",,"2025-03-18T20:05:18.000Z","Thank you for Edmund for the opportunity to earn all your business. 
We look forward to getting the remaining of your projects wrapped up for you.  
",,,,,"ChZDSUhNMG9nS0VJQ0FnTUN3MXBlQUxREAE",,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUN3MXBlQUxREAE!2m1!1s0x0:0x6140f628da017db4!3m1!1s2@1:CIHM0ogKEICAgMCw1peALQ%7C%7C?hl=en","108534162326426367793","3","https://lh3.googleusercontent.com/a/ACg8ocK95Q0ZmWLnBYgyXsTINxGv8Z0IyzRun565tTPKF7pwYanssQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108534162326426367793?hl=en","116","2026-09-02T04:33:41.618Z","Direct Detail URL: https://www.google.com/maps/place/Shere's+construction+%26+handyman/@37.072572,-94.505007,17z/data=!3m1!4b1!4m6!3m5!1s0x87c87b817ea6aaab:0x6140f628da017db4!8m2!3d37.072572!4d-94.505007!16s%2Fg%2F11f4_5j3ch?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","5","Missouri","1705 Ohio Ave","false","Work done is very professional and detailed.",,"Shere's construction & handyman","4.5",,"https://www.google.com/maps/search/?api=1&query=Shere's%20construction%20%26%20handyman&query_place_id=ChIJq6qmfoF7yIcRtH0B2ij2QGE",
"1705 Ohio Ave, Joplin, MO 64804","3818474682365387824","Handyman/Handywoman/Handyperson","Bathroom remodeler","Construction company","Deck builder","Dry wall contractor","Fence contractor","Flooring contractor","Kitchen remodeler","Painter","Plumber","Handyman/Handywoman/Handyperson","7007871675505147316","Joplin","US","0x87c87b817ea6aaab:0x6140f628da017db4",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnbAvVtx6M_o7f6ghNc9UEvBATC6196-qcpGP3DevpEhzC-_yhIzVvzg4qO0xLo4LcSXLKgDjVgafr3jzHKVRN3b6sGJHtS7Ky9_51D2O5QIwh9_BjJpZORBrESqWVoCuPl3ZqpE2G7BeCo=w426-h240-k-no","false","true","/g/11f4_5j3ch","en","0","37.072572","-94.505007","Jon Thomas Buck",,"en","false","ChIJq6qmfoF7yIcRtH0B2ij2QGE","64804",,"a year ago","2025-03-16T01:56:45.375Z",,"2025-03-16T02:28:39.000Z","Thank you Jon for all your repeat business . We strive for nothing less than the absolute best in every way for each and every one of our clients.  
We all look forward to getting to work with you on all the projects that you have arise.    ",,,,,"ChZDSUhNMG9nS0VJQ0FnTUN3a01hVlFREAE",,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUN3a01hVlFREAE!2m1!1s0x0:0x6140f628da017db4!3m1!1s2@1:CIHM0ogKEICAgMCwkMaVQQ%7C%7C?hl=en","112241681865931364371","23","https://lh3.googleusercontent.com/a-/ALV-UjWmZMHi6U1bG0w8ItPGEBE6l-u6medOlXBuP8nRasFp8AHgO3HTmA=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/112241681865931364371?hl=en","116","2026-09-02T04:33:41.618Z","Direct Detail URL: https://www.google.com/maps/place/Shere's+construction+%26+handyman/@37.072572,-94.505007,17z/data=!3m1!4b1!4m6!3m5!1s0x87c87b817ea6aaab:0x6140f628da017db4!8m2!3d37.072572!4d-94.505007!16s%2Fg%2F11f4_5j3ch?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","5","Missouri","1705 Ohio Ave","false","I can’t recommend Shere’s Construction & Handyman highly enough. From start to finish, their work was professional, detail-oriented, and done with care. They showed up on time, communicated clearly, and delivered high-quality results that exceeded my expectations. Whether it was a small repair or a bigger construction project, they handled everything with integrity and skill. It’s rare to find a team that blends craftsmanship with genuine customer service, but that’s exactly what Shere’s brings to the table. I’ll definitely be calling them again for future projects—absolutely top-notch.",,"Shere's construction & handyman","4.5",,"https://www.google.com/maps/search/?api=1&query=Shere's%20construction%20%26%20handyman&query_place_id=ChIJq6qmfoF7yIcRtH0B2ij2QGE",
"1705 Ohio Ave, Joplin, MO 64804","3818474682365387824","Handyman/Handywoman/Handyperson","Bathroom remodeler","Construction company","Deck builder","Dry wall contractor","Fence contractor","Flooring contractor","Kitchen remodeler","Painter","Plumber","Handyman/Handywoman/Handyperson","7007871675505147316","Joplin","US","0x87c87b817ea6aaab:0x6140f628da017db4",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnbAvVtx6M_o7f6ghNc9UEvBATC6196-qcpGP3DevpEhzC-_yhIzVvzg4qO0xLo4LcSXLKgDjVgafr3jzHKVRN3b6sGJHtS7Ky9_51D2O5QIwh9_BjJpZORBrESqWVoCuPl3ZqpE2G7BeCo=w426-h240-k-no","false","true","/g/11f4_5j3ch","en","0","37.072572","-94.505007","Brent Edwards",,"en","false","ChIJq6qmfoF7yIcRtH0B2ij2QGE","64804",,"a year ago","2025-03-07T21:34:54.606Z",,"2025-03-07T22:48:23.000Z","Thanks Brent for choosing us for your home repairs. We look forward to working with you on your many other projects you all got goin on.  
Have a blessed day!!!!",,,,,"ChdDSUhNMG9nS0VJQ0FnTUNRdDhTVWlBRRAB",,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNRdDhTVWlBRRAB!2m1!1s0x0:0x6140f628da017db4!3m1!1s2@1:CIHM0ogKEICAgMCQt8SUiAE%7C%7C?hl=en","101895750882405444489","372","https://lh3.googleusercontent.com/a-/ALV-UjVhS-DpVUaFRkt89UZ8EjYSjnsdiOIIo07zP4GDeNL1WWZW8OlOtg=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/101895750882405444489?hl=en","116","2026-09-02T04:33:41.618Z","Direct Detail URL: https://www.google.com/maps/place/Shere's+construction+%26+handyman/@37.072572,-94.505007,17z/data=!3m1!4b1!4m6!3m5!1s0x87c87b817ea6aaab:0x6140f628da017db4!8m2!3d37.072572!4d-94.505007!16s%2Fg%2F11f4_5j3ch?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","5","Missouri","1705 Ohio Ave","false","Excellent job. Very honest and always discussed the work needed before proceeding.",,"Shere's construction & handyman","4.5",,"https://www.google.com/maps/search/?api=1&query=Shere's%20construction%20%26%20handyman&query_place_id=ChIJq6qmfoF7yIcRtH0B2ij2QGE",
"1705 Ohio Ave, Joplin, MO 64804","3818474682365387824","Handyman/Handywoman/Handyperson","Bathroom remodeler","Construction company","Deck builder","Dry wall contractor","Fence contractor","Flooring contractor","Kitchen remodeler","Painter","Plumber","Handyman/Handywoman/Handyperson","7007871675505147316","Joplin","US","0x87c87b817ea6aaab:0x6140f628da017db4",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnbAvVtx6M_o7f6ghNc9UEvBATC6196-qcpGP3DevpEhzC-_yhIzVvzg4qO0xLo4LcSXLKgDjVgafr3jzHKVRN3b6sGJHtS7Ky9_51D2O5QIwh9_BjJpZORBrESqWVoCuPl3ZqpE2G7BeCo=w426-h240-k-no","false","true","/g/11f4_5j3ch","en","2","37.072572","-94.505007","R Johnson",,"en","false","ChIJq6qmfoF7yIcRtH0B2ij2QGE","64804",,"Edited a year ago","2025-03-04T13:56:17.101Z",,"2020-08-01T00:17:28.000Z","Sorry you feel that way.  I text you 3.5hours before I was to be at your home for a completely FREE in home estimate,to reschedule due to all the rain today and now several hours later your sending extremely rude texts. 
sir since your very extremely rude and completely inconsiderate please find someone else.  Hope you treat the next guy you find better than you have us.  Thanks have a very blessed day !",,,,,"ChZDSUhNMG9nS0VJQ0FnSUQ4aDlXY0l3EAE",,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ4aDlXY0l3EAE!2m1!1s0x0:0x6140f628da017db4!3m1!1s2@1:CIHM0ogKEICAgID8h9WcIw%7C%7C?hl=en","114434206090560725795","5","https://lh3.googleusercontent.com/a/ACg8ocKxe8fmULh6NmEsNVh8VNPYrCIz-WD9ZFIcKgq_vnu7fMBriG8=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/114434206090560725795?hl=en","116","2026-09-02T04:33:41.618Z","Direct Detail URL: https://www.google.com/maps/place/Shere's+construction+%26+handyman/@37.072572,-94.505007,17z/data=!3m1!4b1!4m6!3m5!1s0x87c87b817ea6aaab:0x6140f628da017db4!8m2!3d37.072572!4d-94.505007!16s%2Fg%2F11f4_5j3ch?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","1","Missouri","1705 Ohio Ave","false","What a joke. Don't waste your time! They will not show up.",,"Shere's construction & handyman","4.5",,"https://www.google.com/maps/search/?api=1&query=Shere's%20construction%20%26%20handyman&query_place_id=ChIJq6qmfoF7yIcRtH0B2ij2QGE",
"1705 Ohio Ave, Joplin, MO 64804","3818474682365387824","Handyman/Handywoman/Handyperson","Bathroom remodeler","Construction company","Deck builder","Dry wall contractor","Fence contractor","Flooring contractor","Kitchen remodeler","Painter","Plumber","Handyman/Handywoman/Handyperson","7007871675505147316","Joplin","US","0x87c87b817ea6aaab:0x6140f628da017db4",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnbAvVtx6M_o7f6ghNc9UEvBATC6196-qcpGP3DevpEhzC-_yhIzVvzg4qO0xLo4LcSXLKgDjVgafr3jzHKVRN3b6sGJHtS7Ky9_51D2O5QIwh9_BjJpZORBrESqWVoCuPl3ZqpE2G7BeCo=w426-h240-k-no","false","false","/g/11f4_5j3ch","en","0","37.072572","-94.505007","Pickle 1970",,"en","false","ChIJq6qmfoF7yIcRtH0B2ij2QGE","64804",,"a year ago","2025-03-01T17:14:32.217Z",,"2025-03-01T18:09:27.000Z","You are very welcome.
Absolutely anytime day or night,
We’re here to help! 
Big and small were known to do it all
",,,,,"ChZDSUhNMG9nS0VJQ0FnTUNRbU16d1RnEAE",,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNRbU16d1RnEAE!2m1!1s0x0:0x6140f628da017db4!3m1!1s2@1:CIHM0ogKEICAgMCQmMzwTg%7C%7C?hl=en","110373345780144238086","8","https://lh3.googleusercontent.com/a-/ALV-UjVF6OFgu4_R1rFFR3mirmf7tVIW1jJnRcH5foDmA6NVf7LcDhoQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/110373345780144238086?hl=en","116","2026-09-02T04:33:41.618Z","Direct Detail URL: https://www.google.com/maps/place/Shere's+construction+%26+handyman/@37.072572,-94.505007,17z/data=!3m1!4b1!4m6!3m5!1s0x87c87b817ea6aaab:0x6140f628da017db4!8m2!3d37.072572!4d-94.505007!16s%2Fg%2F11f4_5j3ch?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","5","Missouri","1705 Ohio Ave","false","Keaton found leaks in our plumbing and roof vents that where missed by other companies. He found and repaired our problems fast and for a good price. They are my, now go to for everything that I can't DIY. Thank you guys!",,"Shere's construction & handyman","4.5",,"https://www.google.com/maps/search/?api=1&query=Shere's%20construction%20%26%20handyman&query_place_id=ChIJq6qmfoF7yIcRtH0B2ij2QGE",
"1705 Ohio Ave, Joplin, MO 64804","3818474682365387824","Handyman/Handywoman/Handyperson","Bathroom remodeler","Construction company","Deck builder","Dry wall contractor","Fence contractor","Flooring contractor","Kitchen remodeler","Painter","Plumber","Handyman/Handywoman/Handyperson","7007871675505147316","Joplin","US","0x87c87b817ea6aaab:0x6140f628da017db4",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnbAvVtx6M_o7f6ghNc9UEvBATC6196-qcpGP3DevpEhzC-_yhIzVvzg4qO0xLo4LcSXLKgDjVgafr3jzHKVRN3b6sGJHtS7Ky9_51D2O5QIwh9_BjJpZORBrESqWVoCuPl3ZqpE2G7BeCo=w426-h240-k-no","false","true","/g/11f4_5j3ch","en","0","37.072572","-94.505007","Moe Estrada",,"en","false","ChIJq6qmfoF7yIcRtH0B2ij2QGE","64804",,"a year ago","2025-02-22T21:36:11.389Z",,"2025-02-23T03:14:43.000Z","Thank you moe , 
24/7  you can count on us! ",,,,,"ChZDSUhNMG9nS0VJQ0FnTURnOU1TYU1BEAE",,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURnOU1TYU1BEAE!2m1!1s0x0:0x6140f628da017db4!3m1!1s2@1:CIHM0ogKEICAgMDg9MSaMA%7C%7C?hl=en","110360457775703633783","16","https://lh3.googleusercontent.com/a/ACg8ocIXNWVHdDAHmT84E-PiQ465ST3kylTsgoRmjIoGEhIUS_LskQ=s1920-c-rp-mo-ba12-br100","https://www.google.com/maps/contrib/110360457775703633783?hl=en","116","2026-09-02T04:33:41.618Z","Direct Detail URL: https://www.google.com/maps/place/Shere's+construction+%26+handyman/@37.072572,-94.505007,17z/data=!3m1!4b1!4m6!3m5!1s0x87c87b817ea6aaab:0x6140f628da017db4!8m2!3d37.072572!4d-94.505007!16s%2Fg%2F11f4_5j3ch?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","5","Missouri","1705 Ohio Ave","false","Quick response time & clean work. Got me set up with a repair while we wait on insurance to come through",,"Shere's construction & handyman","4.5",,"https://www.google.com/maps/search/?api=1&query=Shere's%20construction%20%26%20handyman&query_place_id=ChIJq6qmfoF7yIcRtH0B2ij2QGE",
"1705 Ohio Ave, Joplin, MO 64804","3818474682365387824","Handyman/Handywoman/Handyperson","Bathroom remodeler","Construction company","Deck builder","Dry wall contractor","Fence contractor","Flooring contractor","Kitchen remodeler","Painter","Plumber","Handyman/Handywoman/Handyperson","7007871675505147316","Joplin","US","0x87c87b817ea6aaab:0x6140f628da017db4",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnbAvVtx6M_o7f6ghNc9UEvBATC6196-qcpGP3DevpEhzC-_yhIzVvzg4qO0xLo4LcSXLKgDjVgafr3jzHKVRN3b6sGJHtS7Ky9_51D2O5QIwh9_BjJpZORBrESqWVoCuPl3ZqpE2G7BeCo=w426-h240-k-no","false","false","/g/11f4_5j3ch","en","0","37.072572","-94.505007","Brett Laforest",,"en","false","ChIJq6qmfoF7yIcRtH0B2ij2QGE","64804",,"a year ago","2025-01-09T16:36:13.187Z",,"2025-01-09T19:05:51.000Z","Thanks Brett ,we all here at SCH appreciate your repeat business . 
From the curb to the roof we’ve got you covered !",,,,,"ChZDSUhNMG9nS0VJQ0FnSURmX2ZIY1ZnEAE",,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURmX2ZIY1ZnEAE!2m1!1s0x0:0x6140f628da017db4!3m1!1s2@1:CIHM0ogKEICAgIDf_fHcVg%7C%7C?hl=en","116642757387988187890","12","https://lh3.googleusercontent.com/a/ACg8ocIwlOf7xcJE09mGqVEf3xmpyPm6OBg8dpjJHrFvrSiJ-ywZxg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116642757387988187890?hl=en","116","2026-09-02T04:33:41.618Z","Direct Detail URL: https://www.google.com/maps/place/Shere's+construction+%26+handyman/@37.072572,-94.505007,17z/data=!3m1!4b1!4m6!3m5!1s0x87c87b817ea6aaab:0x6140f628da017db4!8m2!3d37.072572!4d-94.505007!16s%2Fg%2F11f4_5j3ch?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","5","Missouri","1705 Ohio Ave","false","Keaton was amazing kept
Me updated through the process with photos and videos.  He also let me know what he was doing and things I needed to be aware of going forward.  Highly recommend with his knowledge and experience.",,"Shere's construction & handyman","4.5",,"https://www.google.com/maps/search/?api=1&query=Shere's%20construction%20%26%20handyman&query_place_id=ChIJq6qmfoF7yIcRtH0B2ij2QGE",
"1705 Ohio Ave, Joplin, MO 64804","3818474682365387824","Handyman/Handywoman/Handyperson","Bathroom remodeler","Construction company","Deck builder","Dry wall contractor","Fence contractor","Flooring contractor","Kitchen remodeler","Painter","Plumber","Handyman/Handywoman/Handyperson","7007871675505147316","Joplin","US","0x87c87b817ea6aaab:0x6140f628da017db4",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnbAvVtx6M_o7f6ghNc9UEvBATC6196-qcpGP3DevpEhzC-_yhIzVvzg4qO0xLo4LcSXLKgDjVgafr3jzHKVRN3b6sGJHtS7Ky9_51D2O5QIwh9_BjJpZORBrESqWVoCuPl3ZqpE2G7BeCo=w426-h240-k-no","false","false","/g/11f4_5j3ch","en","0","37.072572","-94.505007","Marilyn Janzen",,"en","false","ChIJq6qmfoF7yIcRtH0B2ij2QGE","64804",,"a year ago","2024-12-14T18:16:22.707Z",,"2024-12-14T18:54:57.000Z","Thank you so much Marilyn for your business. Big or small you no who you can count on day or night.  
From my family to yours have a very merry Xmas and happy new year.  ",,,,,"ChdDSUhNMG9nS0VJQ0FnSUN2eTQyb2t3RRAB",,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN2eTQyb2t3RRAB!2m1!1s0x0:0x6140f628da017db4!3m1!1s2@1:CIHM0ogKEICAgICvy42okwE%7C%7C?hl=en","112882184816760211995","3","https://lh3.googleusercontent.com/a-/ALV-UjXifJwj7m3E2xmLowlmlxJc-iJP1fB5DBPaskLCi2ttmkWabmLJjg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112882184816760211995?hl=en","116","2026-09-02T04:33:41.618Z","Direct Detail URL: https://www.google.com/maps/place/Shere's+construction+%26+handyman/@37.072572,-94.505007,17z/data=!3m1!4b1!4m6!3m5!1s0x87c87b817ea6aaab:0x6140f628da017db4!8m2!3d37.072572!4d-94.505007!16s%2Fg%2F11f4_5j3ch?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","5","Missouri","1705 Ohio Ave","false","Efficient, completed work in timely manner.  Keep area neat and clean. Enjoyable experience",,"Shere's construction & handyman","4.5",,"https://www.google.com/maps/search/?api=1&query=Shere's%20construction%20%26%20handyman&query_place_id=ChIJq6qmfoF7yIcRtH0B2ij2QGE",
"1705 Ohio Ave, Joplin, MO 64804","3818474682365387824","Handyman/Handywoman/Handyperson","Bathroom remodeler","Construction company","Deck builder","Dry wall contractor","Fence contractor","Flooring contractor","Kitchen remodeler","Painter","Plumber","Handyman/Handywoman/Handyperson","7007871675505147316","Joplin","US","0x87c87b817ea6aaab:0x6140f628da017db4",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnbAvVtx6M_o7f6ghNc9UEvBATC6196-qcpGP3DevpEhzC-_yhIzVvzg4qO0xLo4LcSXLKgDjVgafr3jzHKVRN3b6sGJHtS7Ky9_51D2O5QIwh9_BjJpZORBrESqWVoCuPl3ZqpE2G7BeCo=w426-h240-k-no","false","false","/g/11f4_5j3ch","en","0","37.072572","-94.505007","Jess Spencer",,"en","false","ChIJq6qmfoF7yIcRtH0B2ij2QGE","64804",,"a year ago","2024-11-25T15:33:07.650Z",,"2024-11-25T18:28:25.000Z","From all of us here at SCH ,thank you for all your business. 
From our big ol family , to yours, Hope you and your family have a happy and very blessed holiday season!",,,,,"ChZDSUhNMG9nS0VJQ0FnSUNQOGVleGJnEAE",,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNQOGVleGJnEAE!2m1!1s0x0:0x6140f628da017db4!3m1!1s2@1:CIHM0ogKEICAgICP8eexbg%7C%7C?hl=en","107958824406774428595","1","https://lh3.googleusercontent.com/a/ACg8ocKEtoXgmGCdtckEapMfzIuy-RIK6MkUvZ2uc-Cus-B4UeeE9Q=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/107958824406774428595?hl=en","116","2026-09-02T04:33:41.618Z","Direct Detail URL: https://www.google.com/maps/place/Shere's+construction+%26+handyman/@37.072572,-94.505007,17z/data=!3m1!4b1!4m6!3m5!1s0x87c87b817ea6aaab:0x6140f628da017db4!8m2!3d37.072572!4d-94.505007!16s%2Fg%2F11f4_5j3ch?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","5","Missouri","1705 Ohio Ave","false","needed some plumbing work done. they were prompt and very professional. would recommend them to anyone needing good honest handyman service",,"Shere's construction & handyman","4.5",,"https://www.google.com/maps/search/?api=1&query=Shere's%20construction%20%26%20handyman&query_place_id=ChIJq6qmfoF7yIcRtH0B2ij2QGE",
"1705 Ohio Ave, Joplin, MO 64804","3818474682365387824","Handyman/Handywoman/Handyperson","Bathroom remodeler","Construction company","Deck builder","Dry wall contractor","Fence contractor","Flooring contractor","Kitchen remodeler","Painter","Plumber","Handyman/Handywoman/Handyperson","7007871675505147316","Joplin","US","0x87c87b817ea6aaab:0x6140f628da017db4",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnbAvVtx6M_o7f6ghNc9UEvBATC6196-qcpGP3DevpEhzC-_yhIzVvzg4qO0xLo4LcSXLKgDjVgafr3jzHKVRN3b6sGJHtS7Ky9_51D2O5QIwh9_BjJpZORBrESqWVoCuPl3ZqpE2G7BeCo=w426-h240-k-no","false","false","/g/11f4_5j3ch","en","0","37.072572","-94.505007","LWilliams Masters",,"en","false","ChIJq6qmfoF7yIcRtH0B2ij2QGE","64804",,"a year ago","2024-11-18T14:46:35.278Z",,"2024-11-18T15:08:33.000Z","From all of us here at SCH ,Thank you for the chance to earn your business.   
You and your bulldogs were absolutely amazing to work with!  💯 
",,,,,"ChdDSUhNMG9nS0VJQ0FnSUQzazVYaWpRRRAB",,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQzazVYaWpRRRAB!2m1!1s0x0:0x6140f628da017db4!3m1!1s2@1:CIHM0ogKEICAgID3k5XijQE%7C%7C?hl=en","110833208213257758339","6","https://lh3.googleusercontent.com/a/ACg8ocIi5imjP5x-VxZAlivPoRfYcLwU6B1QPApJX9gNmA8qTXPWoQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/110833208213257758339?hl=en","116","2026-09-02T04:33:41.618Z","Direct Detail URL: https://www.google.com/maps/place/Shere's+construction+%26+handyman/@37.072572,-94.505007,17z/data=!3m1!4b1!4m6!3m5!1s0x87c87b817ea6aaab:0x6140f628da017db4!8m2!3d37.072572!4d-94.505007!16s%2Fg%2F11f4_5j3ch?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","5","Missouri","1705 Ohio Ave","false","Keaton and James replaced my kitchen sink and faucet and did an amazing job. They make sure it's done right so there will be no concerns in the future. I'm already putting together other projects for Shere Construction  and Handyman. Their prices were more than fair, he was on time and they cleaned up afterwards. A+++ rating",,"Shere's construction & handyman","4.5",,"https://www.google.com/maps/search/?api=1&query=Shere's%20construction%20%26%20handyman&query_place_id=ChIJq6qmfoF7yIcRtH0B2ij2QGE",
